,shipped_kg,lag_1,lag_2,lag_3,lag_7,rolling_mean_7,rolling_mean_14,rolling_sum_7,rolling_std_7,weekday,is_weekend,month,is_ja_holiday,is_offseason,before_ja_holiday,after_ja_holiday
61,7281.2,9244.04,0.0,9036.92,11595.92,6984.017142857143,5425.242857142856,48888.12,3679.4876200440144,0,0,12,0,0,0,0
